10	1	A	61314	.	N2	Water	0	61314	5	4	.	5
10	1	A	61314	.	N2	Water	0	61314	5	7	0	5
10	1	A	61314	.	N2	Water	0	61314	5	11	0	5
10	1	A	61314	.	N2	Water	0	61314	5	13	0	5
10	1	A	61314	.	N2	Water	0	61314	5	17	4	1
10	1	A	61314	.	N2	Water	0	61314	5	21	1	0
10	1	A	61314	.	N2	Water	0	61314	5	26	0	0
10	1	A	61314	.	N2	Water	0	61314	5	31	0	0
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	A	61314	.	N2	Water	0	61314	5	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	4	.	7
10	1	B	61314	.	N2	Water	0	61314	7	7	0	7
10	1	B	61314	.	N2	Water	0	61314	7	11	0	7
10	1	B	61314	.	N2	Water	0	61314	7	13	2	5
10	1	B	61314	.	N2	Water	0	61314	7	17	4	1
10	1	B	61314	.	N2	Water	0	61314	7	21	1	0
10	1	B	61314	.	N2	Water	0	61314	7	26	0	0
10	1	B	61314	.	N2	Water	0	61314	7	31	0	0
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	B	61314	.	N2	Water	0	61314	7	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	4	.	12
10	1	C	61314	.	N2	Water	0	61314	12	7	0	12
10	1	C	61314	.	N2	Water	0	61314	12	11	2	10
10	1	C	61314	.	N2	Water	0	61314	12	13	2	8
10	1	C	61314	.	N2	Water	0	61314	12	17	6	2
10	1	C	61314	.	N2	Water	0	61314	12	21	1	1
10	1	C	61314	.	N2	Water	0	61314	12	26	1	0
10	1	C	61314	.	N2	Water	0	61314	12	31	0	0
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	C	61314	.	N2	Water	0	61314	12	.	0	.
10	1	D	61314	.	N2	Water	0	61314	7	4	.	7
10	1	D	61314	.	N2	Water	0	61314	7	7	1	6
10	1	D	61314	.	N2	Water	0	61314	7	11	1	5
10	1	D	61314	.	N2	Water	0	61314	7	13	1	4
10	1	D	61314	.	N2	Water	0	61314	7	17	0	4
10	1	D	61314	.	N2	Water	0	61314	7	21	3	1
10	1	D	61314	.	N2	Water	0	61314	7	26	1	0
10	1	D	61314	.	N2	Water	0	61314	7	31	0	0
10	1	D	61314	.	N2	Water	0	61314	7	.	0	.
10	1	D	61314	.	N2	Water	0	61314	7	.	0	.
10	1	D	61314	.	N2	Water	0	61314	7	.	0	.
10	1	D	61314	.	N2	Water	0	61314	7	.	0	.
10	1	D	61314	.	N2	Water	0	61314	7	.	0	.
