day 0,,,This sheet takes compound specific OP50 lysis into account,,,,,,,,OD600 measured,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,,,,,,,,,,white OD600,,,,,,,,,,,,,
,,,,,,,,,,X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red fluorescence,,,,,,,,,,,,,
plate,col,row,date,set,strain,Drug,conc,add,well,X0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #4,10mgml+drug,,,10mg,,1.148866667,1.069866667,0.079,#DIV/0!,1.069866667,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,strain,drug,conc,N tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,group summaries,0,0,0,209,average,,1.1251,1.043590476,0.000921669,#DIV/0!,-0.000685506,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,177,average,,1.1263,1.050066667,-0.000463374,#DIV/0!,0.000760249,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,198,average,,1.1278,1.03947619,0.003959646,#DIV/0!,0.035159561,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,173,average,,1.1448,1.088895238,-0.00308595,#DIV/0!,0.002305212,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,summary,sd,,0.0147,0.024714407,0.002232747,#DIV/0!,0.00258313,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,summary,sd,,0.0127,0.025771541,0.003650969,#DIV/0!,0.004497846,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,summary,sd,,0.0143,0.029197807,0.005321349,#DIV/0!,0.064243292,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,summary,sd,,0.0267,0.056768613,0.003702183,#DIV/0!,0.006901209,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,dOD600 values measured for each well,,,,,,,,,,,,,,,,,dOD600/X0 values calculated for each worm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rearrangement to make graphs,,time,,,,N0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,1,66,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,2,75,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,3,68,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,4,61,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,5,61,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,6,55,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,7,62,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,8,70,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,9,66,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.1083,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,10,57,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,11,56,1.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,0,,12,60,1.17,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #1,"10mgml, selflysis",0,,10mg,,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,1.0499,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #2,10mgml+drug,0,,7mg,,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,1.0409,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #3,"10mgml, selflysis",0,,4mg,,1.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,1.0474,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #4,10mgml+drug,0,,0mg,,1.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,1.0699,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,-0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,summary for graphs,,0,,,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0352,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
